"","fndRow","",""
"SL18-TI-4",76,0,0
"SL18-BL-10",77,0,0
"SL18-BL-11",78,0,0
"SL18-BL-12",79,0,0
"SL18-BL-17",80,0,0
"SL18-OD-10",81,0,0
"SL18-FW-14",82,0,0
"SL18-FI-1",83,0,0
"SL18-BL-18",84,0,0
"SL18-FW-21",85,0,0
"SL18-FI-2",86,0,0
"SL18-FW-12",87,0,0
"SL18-BL-14",88,0,0
"SL18-BL-16",89,0,0
"SL18-BL-15",90,0,0
"SL18-SF-18",91,0,0
"SL18-BL-13",92,0,0
"SL18-TI-5",93,0,0
"SA18-CB-10-FG1",94,1,NA
"SL18-LD-10-FG1",95,2,NA
"SL18-NL-6-FG1",96,3,NA
"SL18-LD-10-FG2",97,2,NA
"SL18-NL-9-FG2",98,4,NA
"SL18-OI-15-FG1",99,5,NA
"SL18-OI-16-FG3",100,6,NA
"SL18-LD-13-FG2",101,7,NA
"SL18-OI-17-FG1",102,8,NA
"SL18-OI-18-FG1",103,9,NA
"SL18-OI-18-FG2",104,9,NA
"SL18-OI-2-FG2",105,10,NA
"SL18-LD-1-FG1",106,11,NA
"SL18-OI-2-FG3",107,10,NA
"SL18-OI-6-FG1",108,12,NA
"SL18-OI-9-FG1",109,13,NA
"SL18-SF-13-FG1",110,14,NA
"SL18-LD-1-FG2",111,11,NA
"SA18-CB-4-FG3",112,15,NA
"SL18-LD-2-FG2",113,16,NA
"SL18-LD-3-FG1",114,17,NA
"SL18-LD-3-FG2",115,17,NA
"SL18-LD-4-FG3",116,18,NA
"SA18-CB-7-FG1",117,19,NA
"SL18-LD-9-FG2",118,20,NA
"SL18-LD-9-FG3",119,20,NA
"SL18-LL-9-FG3",120,21,NA
"SL18-NL-10-FG1",121,22,NA
"SL18-NL-2-FG1",122,23,NA
"SL18-NL-2-FG3",123,23,NA
"SL18-NL-3-FG1",124,24,NA
"SL18-NL-3-FG3",125,24,NA
"SL18-OI-11-FG3",126,25,NA
"SL18-JS-16-FG3",127,26,NA
"SL18-CC-1-FG2",128,27,NA
"SL18-CC-5-FG2",129,28,NA
"SL18-CC-5-FG3",130,28,NA
"SL18-JS-16-FG1",131,26,NA
"SL18-NC-12-FG2",132,29,NA
"SL18-OD-5-FG1",133,30,NA
"SA18-CB-9-FG1",134,31,NA
"SL18-CC-5-FG1",135,28,NA
"SL18-CC-12-FG3",136,32,NA
"SL18-SF-17-FG2",137,33,NA
"SL18-JS-5-FG1",138,34,NA
"SA18-CB-2-FG3",139,35,NA
"SL18-CC-3-FG1",140,36,NA
"SL18-NC-10-FG1",141,37,NA
"SL18-OI-17-FG4",142,8,NA
"SL18-CC-3-FG2",143,36,NA
"SL18-CC-1-FG1",144,27,NA
"SL18-OI-6-FG2",145,12,NA
"SL18-CC-12-FG2",146,32,NA
"SL18-NC-10-FG3",147,37,NA
"SL18-CC-8-FG1",148,38,NA
"SL18-NC-5-FG2",149,39,NA
"SL18-CC-6-FG3",150,40,NA
"SL18-NL-7-FG4",151,41,NA
"SL18-CC-3-FG3",152,36,NA
"SL18-JS-19-FG3",153,42,NA
"SL18-NC-15-FG3",154,43,NA
"SL18-LL-9-FG2",155,21,NA
"SA18-CB-4-FG6",156,15,NA
"SL18-JS-9-FG3",157,44,NA
"SL18-SF-13-FG2",158,14,NA
"SL18-JS-19-FG2",159,42,NA
"SL18-NL-5-FG1",160,45,NA
"SL18-NC-8-FG1",161,46,NA
"SL18-SF-19-MG2",162,47,NA
"SL18-OI-4-MG1",163,48,NA
"SL18-OI-11-MG2",164,25,NA
"SL18-OI-14-MG2",165,49,NA
"SL18-OI-15-MG1",166,5,NA
"SL18-OI-16-MG1",167,6,NA
"SL18-SF-17-MG1",168,33,NA
"SA18-CB-7-MG2",169,19,NA
"SL18-NL-3-MG2",170,24,NA
"SA18-CB-7-MG1",171,19,NA
"SL18-SF-19-MG1",172,47,NA
"SL18-SF-15-MG2",173,50,NA
"SA18-CB-2-MG3",174,35,NA
"SL18-NL-5-MG1",175,45,NA
"SL18-SF-15-MG1",176,50,NA
"SA18-CB-4-MG3",177,15,NA
"SA18-CB-5-MG3",178,51,NA
"SL18-LD-13-MG2",179,7,NA
"SL18-LD-3-MG2",180,17,NA
"SL18-NL-6-MG1",181,3,NA
"SL18-SF-17-MG2",182,33,NA
"SL18-OI-9-MG3",183,13,NA
"SL18-LD-9-MG1",184,20,NA
"SL18-NL-2-MG2",185,23,NA
"SL18-LD-2-MG3",186,16,NA
"SL18-OI-7-MG1",187,52,NA
"SL18-LD-2-MG1",188,16,NA
"SA18-CB-1-MG2",189,53,NA
"SL18-NL-9-MG1",190,4,NA
"SA18-CB-2-MG1",191,35,NA
"SA18-CB-4-MG1",192,15,NA
"SL18-OI-18-MG1",193,9,NA
"SL18-LL-9-MG3",194,21,NA
"SA18-CB-10-MG1",195,1,NA
"SA18-CB-3-MG3",196,54,NA
"SL18-NL-10-MG2",197,22,NA
"SL18-NL-2-MG3",198,23,NA
"SL18-SF-13-MG3",199,14,NA
"SL18-OI-6-MG2",200,12,NA
"SL18-OI-15-MG2",201,5,NA
"SL18-SF-17-MG3",202,33,NA
"SL18-NL-7-MG1",203,41,NA
"SL18-SF-13-MG1",204,14,NA
"SA18-CB-2-MG2",205,35,NA
"SL18-NL-2-MG1",206,23,NA
"SL18-CC-1-MG3",207,27,NA
"SL18-NC-10-MG3",208,37,NA
"SA18-CB-7-MG3",209,19,NA
"SL18-OI-14-MG1",210,49,NA
"SL18-CC-3-MG1",211,36,NA
"SL18-CC-4-MG11",212,55,NA
"SL18-JS-5-MG3",213,34,NA
"SL18-JS-9-MG1",214,44,NA
"SL18-NC-1-MG1",215,56,NA
"SA18-CB-1-MG12",216,53,NA
"SL18-JS-5-MG2",217,34,NA
"SA18-CB-10-MG3",218,1,NA
"SL18-JS-6-MG3",219,57,NA
"SL18-LD-2-MG2",220,16,NA
"SL18-JS-6-MG2",221,57,NA
"SL18-OI-2-MG2",222,10,NA
"SL18-JS-19-MG2",223,42,NA
"SL18-OD-6-MG2",224,58,NA
"SL18-NC-15-MG1",225,43,NA
"SA18-CB-4-MG2",226,15,NA
"SL18-OD-6-MG1",227,58,NA
"SA18-CB-1-MG13",228,53,NA
"SL18-OI-4-MG3",229,48,NA
"SL18-NL-5-MG2",230,45,NA
"SL18-NC-9-MG2",231,59,NA
"SL18-OI-11-MG4",232,25,NA
"SL18-NC-2-MG1",233,60,NA
"SL18-JS-11-MG3",234,61,NA
"SL18-JS-9-MG2",235,44,NA
"SL18-JS-19-MG1",236,42,NA
"SL18-OD-3-MG1",237,62,NA
"SA18-CB-3-MG1",238,54,NA
"SL18-OD-6-MG3",239,58,NA
"SA18-CB-3-MG2",240,54,NA
"SL18-NC-12-MG1",241,29,NA
"SL18-JS-11-MG2",242,61,NA
"SL18-CC-6-MG2",243,40,NA
"SL18-OI-17-MG1",244,8,NA
"SL18-CC-7-MG1",245,63,NA
"SL18-JS-6-MG1",246,57,NA
"SL18-LD-13-MG3",247,7,NA
"SL18-OI-16-MG2",248,6,NA
"SL18-LL-9-MG4",249,21,NA
"SL18-NL-7-MG2",250,41,NA
"SL18-NC-11-MG2",251,64,NA
"SL18-LD-1-MG1",252,11,NA
"SL18-OI-11-FG1",253,25,NA
"SL18-OI-17-FG2",254,8,NA
"SL18-OI-18-FG3",255,9,NA
"SL18-OI-18-FG5",256,9,NA
"SL18-OI-18-FG6",257,9,NA
"SL18-OI-7-FG3",258,52,NA
"SL18-SF-17-FG1",259,33,NA
"SL18-SF-17-FG3",260,33,NA
"SA18-CB-10-FG2",261,1,NA
"SL18-LD-1-FG3",262,11,NA
"SL18-LD-4-FG1",263,18,NA
"SL18-LD-4-FG2",264,18,NA
"SL18-LD-5-FG1",265,65,NA
"SL18-NL-10-FG3",266,22,NA
"SL18-NL-3-FG2",267,24,NA
"SL18-OI-5-FG5",268,66,NA
"SL18-NC-11-FG1",269,64,NA
"SL18-CC-11-FG3",270,67,NA
"SL18-CC-1-FG3",271,27,NA
"SL18-OD-5-FG3",272,30,NA
"SL18-LL-9-FG6",273,21,NA
"SL18-OI-15-FG2",274,5,NA
"SA18-CB-5-FG4",275,51,NA
"SL18-OI-4-FG2",276,48,NA
"SL18-CC-8-FG2",277,38,NA
"SL18-OI-6-FG3",278,12,NA
"SL18-CC-9-FG3",279,68,NA
"SL18-NC-9-FG2",280,59,NA
"SL18-LD-9-FG4",281,20,NA
"SL18-OI-9-FG4",282,13,NA
"SL18-CC-6-FG2",283,40,NA
"SL18-NC-1-FG1",284,56,NA
"SA18-CB-5-FG6",285,51,NA
"SL18-CC-6-FG1",286,40,NA
"SL18-JS-5-FG2",287,34,NA
"SL18-CC-10-FG4",288,69,NA
"SL18-NC-5-FG3",289,39,NA
"SL18-OI-16-FG2",290,6,NA
"SL18-SF-13-MG2",291,14,NA
"SL18-LD-10-MG1",292,2,NA
"SL18-LL-9-MG1",293,21,NA
"SL18-LD-1-MG2",294,11,NA
"SL18-LD-5-MG1",295,65,NA
"SL18-LL-9-MG2",296,21,NA
"SL18-NL-9-MG2",297,4,NA
"SL18-JS-16-MG1",298,26,NA
"SL18-CC-8-MG2",299,38,NA
"SL18-OI-9-MG2",300,13,NA
"SL18-LD-2-MG4",301,16,NA
"SL18-NC-9-MG1",302,59,NA
"SL18-NC-5-MG1",303,39,NA
"SL18-OI-16-MG3",304,6,NA
"SL18-OI-15-MG3",305,5,NA
"SL18-NC-2-MG3",306,60,NA
"SL18-CC-11-MG5",307,67,NA
"SL18-JS-9-MG3",308,44,NA
"SL18-NC-10-MG2",309,37,NA
"SL18-OI-11-MG3",310,25,NA
"SL18-OI-18-MG3",311,9,NA
"SL18-NC-15-MG3",312,43,NA
"SL18-NC-5-MG3",313,39,NA
"SL18-NC-12-MG3",314,29,NA
"SL18-CC-1-MG2",315,27,NA
"SL18-CC-2-MG5",316,70,NA
"SL18-OI-7-MG3",317,52,NA
"SL18-NC-8-MG2",318,46,NA
"SL18-OI-5-MG3",319,66,NA
"SL18-NC-2-MG2",320,60,NA
"SL18-FW-2-MG2",321,71,NA
"SL18-PI-1-MG1",322,72,NA
"SL18-PI-1-MG2",323,72,NA
"SL18-PI-1-MG4",324,72,NA
"SL18-CC-6-MG11",325,40,NA
"SL18-NL-3-MG1",326,24,NA
"SL18-TI-1-MG2",327,73,NA
"SL18-TI-2-MG3",328,74,NA
"SL18-TI-3-MG11",329,75,NA
"SL18-TI-4-MG1",330,76,NA
"SL18-TI-4-MG3",331,76,NA
"SL18-BL-10-MG2",332,77,NA
"SL18-BL-11-MG4",333,78,NA
"SL18-BL-12-MG1",334,79,NA
"SL18-BL-12-MG3",335,79,NA
"SL18-BL-17-MG3",336,80,NA
"SL18-OD-3-MG3",337,62,NA
"SL18-OD-5-MG2",338,30,NA
"SL18-OD-10-MG3",339,81,NA
"SL18-FW-14-FG2",340,82,NA
"SL18-FW-14-FG11",341,82,NA
"SL18-FW-14-FG12",342,82,NA
"SL18-FI-1-FG3",343,83,NA
"SL18-FI-1-FG13",344,83,NA
"SL18-PI-1-FG1",345,72,NA
"SL18-PI-1-FG3",346,72,NA
"SL18-JS-6-FG3",347,57,NA
"SL18-JS-9-FG2",348,44,NA
"SL18-NL-2-FG2",349,23,NA
"SL18-NL-6-FG2",350,3,NA
"SL18-NL-7-FG3",351,41,NA
"SL18-TI-4-FG3",352,76,NA
"SL18-BL-18-FG10",353,84,NA
"SL18-FW-21-MG1",354,85,NA
"SL18-FI-2-FG11",355,86,NA
"SL18-FI-2-FG12",356,86,NA
"SL18-LD-3-FG3",357,17,NA
"SL18-CC-7-MG2",358,63,NA
"SL18-FI-1-MG2",359,83,NA
"SL18-JS-11-FG4",360,61,NA
"SL18-FW-12-MG10",361,87,NA
"SL18-BL-14-MG1",362,88,NA
"SL18-FI-1-MG10",363,83,NA
"SL18-LD-5-FG2",364,65,NA
"SL18-FW-21-MG2",365,85,NA
"SL18-LD-9-MG2",366,20,NA
"SL18-BL-16-MG2",367,89,NA
"SL18-FI-2-MG1",368,86,NA
"SL18-FW-12-MG2",369,87,NA
"SL18-BL-17-MG2",370,80,NA
"SL18-BL-18-MG3",371,84,NA
"SL18-OD-3-MG2",372,62,NA
"SA18-CB-5-FG1",373,51,NA
"SA18-CB-7-FG3",374,19,NA
"SL18-JS-16-MG2",375,26,NA
"SL18-CC-8-MG3",376,38,NA
"SA18-CB-5-FG5",377,51,NA
"SL18-LD-10-FG3",378,2,NA
"SL18-NL-10-FG2",379,22,NA
"SL18-NC-11-MG3",380,64,NA
"SL18-CC-9-MG4",381,68,NA
"SL18-BL-10-FG2",382,77,NA
"SL18-BL-10-MG1",383,77,NA
"SL18-BL-15-FG1",384,90,NA
"SL18-BL-12-MG2",385,79,NA
"SL18-NC-15-MG4",386,43,NA
"SL18-BL-16-FG3",387,89,NA
"SL18-LD-1-MG3",388,11,NA
"SL18-FW-12-MG11",389,87,NA
"SL18-CC-2-FG1",390,70,NA
"SL18-SF-18-FG1",391,91,NA
"SL18-BL-11-FG1",392,78,NA
"SL18-BL-13-MG1",393,92,NA
"SL18-BL-14-FG3",394,88,NA
"SL18-BL-17-FG3",395,80,NA
"SL18-CC-9-FG1",396,68,NA
"SL18-FI-1-FG10",397,83,NA
"SL18-FI-1-FG11",398,83,NA
"SL18-FI-1-FG12",399,83,NA
"SL18-FI-2-FG10",400,86,NA
"SL18-FW-12-FG10",401,87,NA
"SL18-FW-14-FG13",402,82,NA
"SL18-FW-2-MG1",403,71,NA
"SL18-JS-5-MG1",404,34,NA
"SL18-LD-13-FG1",405,7,NA
"SL18-LD-2-FG3",406,16,NA
"SL18-LD-9-FG1",407,20,NA
"SL18-TI-3-MG2",408,75,NA
"SL18-LL-9-FG1",409,21,NA
"SL18-NC-1-FG3",410,56,NA
"SL18-NC-8-FG2",411,46,NA
"SL18-NC-10-MG1",412,37,NA
"SL18-NC-11-FG3",413,64,NA
"SL18-NL-6-FG3",414,3,NA
"SL18-NL-9-MG3",415,4,NA
"SL18-NL-6-MG2",416,3,NA
"SL18-OD-5-MG1",417,30,NA
"SL18-OI-16-FG1",418,6,NA
"SL18-OI-4-FG3",419,48,NA
"SL18-OI-5-MG2",420,66,NA
"SL18-OI-7-FG1",421,52,NA
"SL18-PI-1-FG10",422,72,NA
"SL18-PI-1-MG11",423,72,NA
"SL18-PI-1-MG3",424,72,NA
"SL18-SF-13-MG11",425,14,NA
"SA18-CB-5-FG3",426,51,NA
"SL18-OD-10-FG2",427,81,NA
"SL18-TI-4-FG1",428,76,NA
"SL18-TI-3-MG1",429,75,NA
"SL18-TI-4-FG2",430,76,NA
"SL18-TI-5-MG3",431,93,NA
"SA18-CB-10-FG1xSL18-SF-19-MG2",432,94,162
"SL18-LD-10-FG1xSL18-OI-4-MG1",433,95,163
"SL18-NL-6-FG1xSL18-OI-11-MG2",434,96,164
"SL18-NL-6-FG1xSL18-OI-14-MG2",435,96,165
"SL18-NL-6-FG1xSL18-OI-15-MG1",436,96,166
"SL18-NL-6-FG1xSL18-OI-16-MG1",437,96,167
"SL18-NL-6-FG1xSL18-SF-17-MG1",438,96,168
"SL18-NL-6-FG1xSL18-SF-19-MG2",439,96,162
"SL18-LD-10-FG2xSA18-CB-7-MG2",440,97,169
"SL18-LD-10-FG2xSL18-NL-3-MG2",441,97,170
"SL18-NL-9-FG2xSA18-CB-7-MG1",442,98,171
"SL18-NL-9-FG2xSL18-SF-19-MG1",443,98,172
"SL18-OI-11-FG1xSL18-SF-15-MG2",444,253,173
"SL18-OI-15-FG1xSA18-CB-2-MG3",445,99,174
"SL18-OI-15-FG1xSL18-NL-5-MG1",446,99,175
"SL18-OI-15-FG1xSL18-SF-15-MG1",447,99,176
"SL18-OI-16-FG3xSA18-CB-4-MG3",448,100,177
"SL18-OI-16-FG3xSA18-CB-5-MG3",449,100,178
"SL18-LD-13-FG2xSL18-LD-13-MG2",450,101,179
"SL18-OI-16-FG3xSL18-LD-3-MG2",451,100,180
"SL18-OI-16-FG3xSL18-NL-6-MG1",452,100,181
"SL18-OI-16-FG3xSL18-SF-17-MG2",453,100,182
"SL18-OI-17-FG1xSL18-SF-13-MG2",454,102,291
"SL18-OI-17-FG2xSL18-SF-17-MG2",455,254,182
"SL18-OI-18-FG1xSL18-OI-9-MG3",456,103,183
"SL18-OI-18-FG2xSA18-CB-7-MG1",457,104,171
"SL18-OI-18-FG2xSL18-LD-10-MG1",458,104,292
"SL18-OI-18-FG2xSL18-LD-9-MG1",459,104,184
"SL18-OI-18-FG2xSL18-NL-2-MG2",460,104,185
"SL18-OI-18-FG2xSL18-LD-2-MG3",461,104,186
"SL18-OI-18-FG3xSL18-LL-9-MG1",462,255,293
"SL18-OI-18-FG3xSL18-OI-7-MG1",463,255,187
"SL18-OI-18-FG5xSA18-CB-4-MG3",464,256,177
"SL18-OI-18-FG5xSL18-LD-2-MG1",465,256,188
"SL18-OI-18-FG5xSL18-SF-15-MG2",466,256,173
"SL18-OI-18-FG6xSA18-CB-1-MG2",467,257,189
"SL18-OI-18-FG6xSL18-NL-6-MG1",468,257,181
"SL18-OI-2-FG2xSL18-LD-1-MG2",469,105,294
"SL18-LD-1-FG1xSL18-NL-2-MG2",470,106,185
"SL18-OI-2-FG3xSL18-NL-9-MG1",471,107,190
"SL18-OI-2-FG3xSL18-SF-17-MG1",472,107,168
"SL18-OI-6-FG1xSA18-CB-2-MG1",473,108,191
"SL18-OI-6-FG1xSA18-CB-4-MG1",474,108,192
"SL18-OI-6-FG1xSL18-LD-13-MG2",475,108,179
"SL18-OI-6-FG1xSL18-LD-2-MG1",476,108,188
"SL18-OI-6-FG1xSL18-LD-5-MG1",477,108,295
"SL18-LD-1-FG1xSL18-OI-18-MG1",478,106,193
"SL18-OI-6-FG1xSL18-NL-9-MG1",479,108,190
"SL18-OI-6-FG1xSL18-SF-15-MG1",480,108,176
"SL18-OI-6-FG1xSL18-SF-19-MG1",481,108,172
"SL18-OI-7-FG3xSA18-CB-2-MG3",482,258,174
"SL18-OI-9-FG1xSL18-LL-9-MG2",483,109,296
"SL18-SF-13-FG1xSL18-LL-9-MG3",484,110,194
"SL18-LD-1-FG2xSA18-CB-4-MG3",485,111,177
"SL18-SF-17-FG1xSL18-LL-9-MG1",486,259,293
"SL18-SF-17-FG3xSA18-CB-10-MG1",487,260,195
"SL18-SF-17-FG3xSA18-CB-3-MG3",488,260,196
"SL18-SF-17-FG3xSL18-LD-2-MG1",489,260,188
"SL18-SF-17-FG3xSL18-NL-10-MG2",490,260,197
"SL18-SF-17-FG3xSL18-NL-2-MG3",491,260,198
"SL18-SF-17-FG3xSL18-NL-9-MG1",492,260,190
"SL18-SF-17-FG3xSL18-OI-7-MG1",493,260,187
"SL18-SF-17-FG3xSL18-OI-9-MG3",494,260,183
"SA18-CB-10-FG2xSL18-LL-9-MG1",495,261,293
"SL18-LD-1-FG2xSL18-SF-13-MG3",496,111,199
"SL18-LD-1-FG2xSL18-SF-15-MG1",497,111,176
"SL18-LD-1-FG3xSL18-NL-5-MG1",498,262,175
"SL18-LD-1-FG3xSL18-OI-11-MG2",499,262,164
"SL18-LD-1-FG3xSL18-OI-15-MG1",500,262,166
"SL18-LD-1-FG3xSL18-OI-16-MG1",501,262,167
"SL18-LD-1-FG3xSL18-OI-6-MG2",502,262,200
"SL18-LD-1-FG3xSL18-OI-7-MG1",503,262,187
"SL18-LD-1-FG3xSL18-OI-9-MG3",504,262,183
"SA18-CB-4-FG3xSA18-CB-4-MG3",505,112,177
"SL18-LD-1-FG3xSL18-NL-9-MG2",506,262,297
"SL18-LD-1-FG3xSL18-OI-15-MG2",507,262,201
"SL18-LD-2-FG2xSA18-CB-3-MG3",508,113,196
"SL18-LD-2-FG2xSL18-LL-9-MG2",509,113,296
"SL18-LD-2-FG2xSL18-NL-9-MG1",510,113,190
"SL18-LD-2-FG2xSL18-SF-19-MG1",511,113,172
"SL18-LD-3-FG1xSL18-NL-9-MG1",512,114,190
"SL18-LD-3-FG1xSL18-SF-19-MG2",513,114,162
"SL18-LD-3-FG2xSA18-CB-2-MG3",514,115,174
"SL18-LD-3-FG2xSL18-LL-9-MG2",515,115,296
"SL18-LD-3-FG2xSL18-SF-17-MG3",516,115,202
"SL18-LD-4-FG1xSA18-CB-2-MG1",517,263,191
"SL18-LD-4-FG1xSL18-NL-3-MG2",518,263,170
"SL18-LD-4-FG2xSL18-LL-9-MG1",519,264,293
"SL18-LD-4-FG2xSL18-SF-15-MG2",520,264,173
"SL18-LD-4-FG3xSL18-SF-17-MG1",521,116,168
"SL18-LD-5-FG1xSA18-CB-10-MG1",522,265,195
"SA18-CB-7-FG1xSL18-LL-9-MG3",523,117,194
"SL18-LD-9-FG2xSL18-SF-13-MG3",524,118,199
"SL18-LD-9-FG3xSL18-NL-7-MG1",525,119,203
"SL18-LD-9-FG3xSL18-SF-17-MG1",526,119,168
"SL18-LL-9-FG3xSL18-NL-9-MG1",527,120,190
"SL18-NL-10-FG1xSA18-CB-4-MG3",528,121,177
"SL18-NL-10-FG1xSL18-LD-2-MG1",529,121,188
"SL18-LD-10-FG1xSA18-CB-1-MG2",530,95,189
"SL18-NL-10-FG1xSL18-OI-15-MG1",531,121,166
"SL18-NL-10-FG1xSL18-OI-7-MG1",532,121,187
"SL18-NL-10-FG1xSL18-SF-13-MG1",533,121,204
"SL18-NL-10-FG3xSL18-NL-3-MG2",534,266,170
"SL18-NL-2-FG1xSA18-CB-1-MG2",535,122,189
"SL18-NL-2-FG1xSL18-LD-13-MG2",536,122,179
"SL18-NL-2-FG1xSL18-SF-17-MG1",537,122,168
"SL18-NL-2-FG3xSA18-CB-2-MG3",538,123,174
"SL18-NL-2-FG3xSA18-CB-4-MG1",539,123,192
"SL18-NL-2-FG3xSL18-LD-3-MG2",540,123,180
"SL18-NL-2-FG3xSL18-OI-16-MG1",541,123,167
"SL18-NL-3-FG1xSA18-CB-7-MG2",542,124,169
"SL18-NL-3-FG1xSL18-OI-11-MG2",543,124,164
"SL18-NL-3-FG1xSL18-SF-13-MG2",544,124,291
"SL18-NL-3-FG2xSL18-SF-17-MG2",545,267,182
"SL18-NL-3-FG3xSA18-CB-2-MG2",546,125,205
"SL18-LD-10-FG1xSL18-OI-18-MG1",547,95,193
"SL18-NL-6-FG1xSA18-CB-3-MG3",548,96,196
"SL18-NL-6-FG1xSA18-CB-7-MG2",549,96,169
"SL18-NL-6-FG1xSL18-LD-1-MG2",550,96,294
"SL18-NL-6-FG1xSL18-LD-2-MG1",551,96,188
"SL18-NL-6-FG1xSL18-LD-3-MG2",552,96,180
"SL18-NL-6-FG1xSL18-NL-2-MG1",553,96,206
"SL18-OI-11-FG3xSL18-CC-1-MG3",554,126,207
"SL18-JS-16-FG3xSL18-NC-10-MG3",555,127,208
"SL18-OI-5-FG5xSA18-CB-7-MG3",556,268,209
"SL18-CC-1-FG2xSL18-OI-16-MG1",557,128,167
"SL18-NC-11-FG1xSL18-NL-2-MG1",558,269,206
"SL18-CC-5-FG2xSA18-CB-10-MG1",559,129,195
"SL18-CC-5-FG3xSL18-OI-14-MG1",560,130,210
"SL18-CC-11-FG3xSL18-CC-3-MG1",561,270,211
"SL18-CC-11-FG3xSA18-CB-3-MG3",562,270,196
"SL18-JS-16-FG1xSL18-CC-4-MG11",563,131,212
"SL18-CC-11-FG3xSL18-JS-16-MG1",564,270,298
"SL18-NC-12-FG2xSA18-CB-4-MG3",565,132,177
"SL18-OD-5-FG1xSL18-CC-8-MG2",566,133,299
"SL18-CC-1-FG3xSL18-OI-9-MG2",567,271,300
"SA18-CB-9-FG1xSL18-JS-5-MG3",568,134,213
"SL18-CC-5-FG1xSL18-JS-9-MG1",569,135,214
"SL18-CC-12-FG3xSL18-OI-15-MG2",570,136,201
"SL18-SF-17-FG2xSL18-NC-1-MG1",571,137,215
"SL18-JS-5-FG1xSL18-LD-2-MG4",572,138,301
"SL18-OD-5-FG3xSA18-CB-1-MG12",573,272,216
"SL18-CC-5-FG3xSL18-JS-5-MG2",574,130,217
"SL18-SF-13-FG1xSA18-CB-7-MG1",575,110,171
"SL18-LL-9-FG6xSA18-CB-10-MG3",576,273,218
"SL18-OI-15-FG2xSA18-CB-2-MG3",577,274,174
"SA18-CB-2-FG3xSL18-NC-9-MG1",578,139,302
"SA18-CB-5-FG4xSL18-CC-1-MG3",579,275,207
"SL18-CC-3-FG1xSL18-JS-6-MG3",580,140,219
"SL18-JS-16-FG1xSL18-LD-2-MG2",581,131,220
"SL18-NC-10-FG1xSL18-NC-5-MG1",582,141,303
"SL18-OI-17-FG4xSL18-JS-6-MG2",583,142,221
"SL18-CC-1-FG2xSL18-OI-16-MG3",584,128,304
"SA18-CB-2-FG3xSL18-OI-2-MG2",585,139,222
"SL18-CC-5-FG3xSL18-JS-19-MG2",586,130,223
"SL18-CC-3-FG2xSA18-CB-10-MG3",587,143,218
"SL18-CC-1-FG1xSL18-OI-16-MG3",588,144,304
"SL18-JS-16-FG3xSL18-OD-6-MG2",589,127,224
"SL18-OI-4-FG2xSL18-NC-15-MG1",590,276,225
"SL18-NC-12-FG2xSL18-OI-16-MG1",591,132,167
"SL18-CC-8-FG2xSL18-JS-5-MG3",592,277,213
"SL18-OI-4-FG2xSL18-JS-19-MG2",593,276,223
"SL18-OI-6-FG2xSA18-CB-4-MG2",594,145,226
